Date;Filière;Valeur (TWh);Nature
2012-10;"Solar";0,283;Données Consolidées
2012-11;"Solar";0,182;Données Consolidées
2012-12;"Solar";0,149;Données Consolidées
2013-01;"Solar";0,146;Données Consolidées
2013-02;"Solar";0,23;Données Consolidées
2013-03;"Solar";0,344;Données Consolidées
2013-04;"Solar";0,434;Données Consolidées
2013-05;"Solar";0,503;Données Consolidées
2013-06;"Solar";0,563;Données Consolidées
2013-07;"Solar";0,658;Données Consolidées
2013-08;"Solar";0,602;Données Consolidées
2013-09;"Solar";0,463;Données Consolidées
2013-10;"Solar";0,32;Données Consolidées
2013-11;"Solar";0,183;Données Consolidées
2013-12;"Solar";0,216;Données Consolidées
2014-01;"Solar";0,176269528;Données Consolidées
2014-02;"Solar";0,262552421;Données Consolidées
2014-03;"Solar";0,53408534;Données Consolidées
2014-04;"Solar";0,584097606;Données Consolidées
2014-05;"Solar";0,68133538;Données Consolidées
2014-06;"Solar";0,763174562;Données Consolidées
2014-07;"Solar";0,685904926;Données Consolidées
2014-08;"Solar";0,694138051;Données Consolidées
2014-09;"Solar";0,640237965;Données Consolidées
2014-10;"Solar";0,479780474;Données Consolidées
2014-11;"Solar";0,244358673;Données Consolidées
2014-12;"Solar";0,190198034;Données Consolidées
2015-01;"Solar";0,251777314;Données Consolidées
2015-02;"Solar";0,358825449;Données Consolidées
2015-03;"Solar";0,536985285;Données Consolidées
2015-04;"Solar";0,782696397;Données Consolidées
2015-05;"Solar";0,843480527;Données Consolidées
2015-06;"Solar";0,951574511;Données Consolidées
2015-07;"Solar";0,943073496;Données Consolidées
2015-08;"Solar";0,851524067;Données Consolidées
2015-09;"Solar";0,715763506;Données Consolidées
2015-10;"Solar";0,512350133;Données Consolidées
2015-11;"Solar";0,376561335;Données Consolidées
2015-12;"Solar";0,306025164;Données Consolidées
2016-01;"Solar";0,275822869;Données Consolidées
2016-02;"Solar";0,409533025;Données Consolidées
2016-03;"Solar";0,675006272;Données Consolidées
2016-04;"Solar";0,794985625;Données Consolidées
2016-05;"Solar";0,930777967;Données Consolidées
2016-06;"Solar";0,908886073;Données Consolidées
2016-07;"Solar";1,067841828;Données Consolidées
2016-08;"Solar";1,059874987;Données Consolidées
2016-09;"Solar";0,822057626;Données Consolidées
2016-10;"Solar";0,726086999;Données Consolidées
2016-11;"Solar";0,368047649;Données Consolidées
2016-12;"Solar";0,368126449;Données Consolidées
2017-01;"Solar";0,362941822;Données Consolidées
2017-02;"Solar";0,430247997;Données Consolidées
2017-03;"Solar";0,701990877;Données Consolidées
2017-04;"Solar";1,042176329;Données Consolidées
2017-05;"Solar";1,087886667;Données Consolidées
2017-06;"Solar";1,1279303;Données Consolidées
2017-07;"Solar";1,079611405;Données Consolidées
2017-08;"Solar";1,049986653;Données Consolidées
2017-09;"Solar";0,820547325;Données Consolidées
2017-10;"Solar";0,713884346;Données Consolidées
2017-11;"Solar";0,454424329;Données Consolidées
2017-12;"Solar";0,276999601;Données Consolidées
2018-01;"Solar";0,27454880333596;Données Consolidées
2018-02;"Solar";0,51943436649205;Données Consolidées
2018-03;"Solar";0,76600224134734;Données Consolidées
2018-04;"Solar";1,0079664089268;Données Consolidées
2018-05;"Solar";1,1413631130581;Données Consolidées
2018-06;"Solar";1,2857140218688;Données Consolidées
2018-07;"Solar";1,4292409092911;Données Consolidées
2018-08;"Solar";1,3164334917922;Données Consolidées
2018-09;"Solar";1,1624357001671;Données Consolidées
2018-10;"Solar";0,78824563338022;Données Consolidées
2018-11;"Solar";0,47103286118343;Données Consolidées
2018-12;"Solar";0,28308183182302;Données Consolidées
2019-01;"Solar";0,41712816477612;Données Consolidées
2019-02;"Solar";0,77263743384789;Données Consolidées
2019-03;"Solar";1,0998391739427;Données Consolidées
2019-04;"Solar";1,1094147663077;Données Consolidées
2019-05;"Solar";1,3620638029494;Données Consolidées
2019-06;"Solar";1,4453528933106;Données Consolidées
2019-07;"Solar";1,5445849622436;Données Consolidées
2019-08;"Solar";1,4251378565594;Données Consolidées
2019-09;"Solar";1,192008970306;Données Consolidées
2019-10;"Solar";0,76259605739038;Données Consolidées
2019-11;"Solar";0,44683292482604;Données Consolidées
2019-12;"Solar";0,42776991568344;Données Consolidées
2020-01;"Solar";0,467434280834;Données Consolidées
2020-02;"Solar";0,707384487667;Données Consolidées
2020-03;"Solar";1,014251105831;Données Consolidées
2020-04;"Solar";1,260139453332;Données Consolidées
2020-05;"Solar";1,542717631;Données Consolidées
2020-06;"Solar";1,468288066001;Données Consolidées
2020-07;"Solar";1,690025896503;Données Consolidées
2020-08;"Solar";1,503494245333;Données Consolidées
2020-09;"Solar";1,220484958665;Données Consolidées
2020-10;"Solar";0,767880414168;Données Consolidées
2020-11;"Solar";0,659604417333;Données Consolidées
2020-12;"Solar";0,352886082334;Données Consolidées
2021-01;"Solar";0,43441676313803;Données Consolidées
2021-02;"Solar";0,62933056112028;Données Consolidées
2021-03;"Solar";1,2282746714972;Données Consolidées
2021-04;"Solar";1,5329920513628;Données Consolidées
2021-05;"Solar";1,5713944058935;Données Consolidées
2021-06;"Solar";1,638450743638;Données Consolidées
2021-07;"Solar";1,675422414676;Données Consolidées
2021-08;"Solar";1,7034103548343;Données Consolidées
2021-09;"Solar";1,4131505709554;Données Consolidées
2021-10;"Solar";1,2008478288187;Données Consolidées
2021-11;"Solar";0,66226059981883;Données Consolidées
2021-12;"Solar";0,53170627824574;Données Consolidées
2022-01;"Solar";0,766409030148;Données Consolidées
2022-02;"Solar";0,987468986646;Données Consolidées
2022-03;"Solar";1,35662721011;Données Consolidées
2022-04;"Solar";1,750310238942;Données Consolidées
2022-05;"Solar";2,286319138565;Données Consolidées
2022-06;"Solar";2,19565488195;Données Consolidées
2022-07;"Solar";2,57264980366;Données Consolidées
2022-08;"Solar";2,267229139597;Données Consolidées
2022-09;"Solar";1,789196881826;Données Consolidées
2022-10;"Solar";1,26504268688;Données Consolidées
2022-11;"Solar";0,810419008127;Données Consolidées
2022-12;"Solar";0,478123355647;Données Consolidées
2023-01;"Solar";0,61349679679;Données Consolidées
2023-02;"Solar";1,242603251273;Données Consolidées
2023-03;"Solar";1,629502292925;Données Consolidées
2023-04;"Solar";2,139411738913;Données Consolidées
2023-05;"Solar";2,501200734439;Données Consolidées
2023-06;"Solar";2,657369819529;Données Consolidées
2023-07;"Solar";2,676595017214;Données Consolidées
2023-08;"Solar";2,556220834395;Données Consolidées
2023-09;"Solar";2,257875931273;Données Consolidées
2023-10;"Solar";1,612279687112;Données Consolidées
2023-11;"Solar";0,894545442795;Données Consolidées
2023-12;"Solar";0,684985517376;Données Consolidées
2024-01;"Solar";0,801544323058;Données Consolidées
2024-02;"Solar";1,030193732266;Données Consolidées
2024-03;"Solar";1,852676498269;Données Consolidées
2024-04;"Solar";2,281769235414;Données Consolidées
2024-05;"Solar";2,538367463076;Données Consolidées
2024-06;"Solar";2,740701200576;Données Consolidées
2024-07;"Solar";3,097296650695;Données Consolidées
2024-08;"Solar";3,094146391047;Données Consolidées
2024-09;"Solar";2,213047185665;Données Consolidées
2024-10;"Solar";1,569817656945;Données Consolidées
2024-11;"Solar";1,113323815963;Données Consolidées
2024-12;"Solar";0,829041274061;Données Consolidées
2025-01;"Solar";0,949437848882;Données Consolidées
2025-02;"Solar";1,455252226791;Données Consolidées
2025-03;"Solar";2,57791475;Données provisoires
1995-01;"Renewable thermal and waste ";;Données Consolidées
1995-02;"Renewable thermal and waste ";;Données Consolidées
1995-03;"Renewable thermal and waste ";;Données Consolidées
1995-04;"Renewable thermal and waste ";;Données Consolidées
1995-05;"Renewable thermal and waste ";;Données Consolidées
1995-06;"Renewable thermal and waste ";;Données Consolidées
1995-07;"Renewable thermal and waste ";;Données Consolidées
1995-08;"Renewable thermal and waste ";;Données Consolidées
1995-09;"Renewable thermal and waste ";;Données Consolidées
1995-10;"Renewable thermal and waste ";;Données Consolidées
1995-11;"Renewable thermal and waste ";;Données Consolidées
1995-12;"Renewable thermal and waste ";;Données Consolidées
1996-01;"Renewable thermal and waste ";;Données Consolidées
1996-02;"Renewable thermal and waste ";;Données Consolidées
1996-03;"Renewable thermal and waste ";;Données Consolidées
1996-04;"Renewable thermal and waste ";;Données Consolidées
1996-05;"Renewable thermal and waste ";;Données Consolidées
1996-06;"Renewable thermal and waste ";;Données Consolidées
1996-07;"Renewable thermal and waste ";;Données Consolidées
1996-08;"Renewable thermal and waste ";;Données Consolidées
1996-09;"Renewable thermal and waste ";;Données Consolidées
1996-10;"Renewable thermal and waste ";;Données Consolidées
1996-11;"Renewable thermal and waste ";;Données Consolidées
1996-12;"Renewable thermal and waste ";;Données Consolidées
1997-01;"Renewable thermal and waste ";;Données Consolidées
1997-02;"Renewable thermal and waste ";;Données Consolidées
1997-03;"Renewable thermal and waste ";;Données Consolidées
1997-04;"Renewable thermal and waste ";;Données Consolidées
1997-05;"Renewable thermal and waste ";;Données Consolidées
1997-06;"Renewable thermal and waste ";;Données Consolidées
1997-07;"Renewable thermal and waste ";;Données Consolidées
1997-08;"Renewable thermal and waste ";;Données Consolidées
1997-09;"Renewable thermal and waste ";;Données Consolidées
1997-10;"Renewable thermal and waste ";;Données Consolidées
1997-11;"Renewable thermal and waste ";;Données Consolidées
1997-12;"Renewable thermal and waste ";;Données Consolidées
1998-01;"Renewable thermal and waste ";;Données Consolidées
1998-02;"Renewable thermal and waste ";;Données Consolidées
1998-03;"Renewable thermal and waste ";;Données Consolidées
1998-04;"Renewable thermal and waste ";;Données Consolidées
1998-05;"Renewable thermal and waste ";;Données Consolidées
1998-06;"Renewable thermal and waste ";;Données Consolidées
1998-07;"Renewable thermal and waste ";;Données Consolidées
1998-08;"Renewable thermal and waste ";;Données Consolidées
1998-09;"Renewable thermal and waste ";;Données Consolidées
1998-10;"Renewable thermal and waste ";;Données Consolidées
1998-11;"Renewable thermal and waste ";;Données Consolidées
1998-12;"Renewable thermal and waste ";;Données Consolidées
1999-01;"Renewable thermal and waste ";;Données Consolidées
1999-02;"Renewable thermal and waste ";;Données Consolidées
1999-03;"Renewable thermal and waste ";;Données Consolidées
1999-04;"Renewable thermal and waste ";;Données Consolidées
1999-05;"Renewable thermal and waste ";;Données Consolidées
1999-06;"Renewable thermal and waste ";;Données Consolidées
1999-07;"Renewable thermal and waste ";;Données Consolidées
1999-08;"Renewable thermal and waste ";;Données Consolidées
1999-09;"Renewable thermal and waste ";;Données Consolidées
1999-10;"Renewable thermal and waste ";;Données Consolidées
1999-11;"Renewable thermal and waste ";;Données Consolidées
1999-12;"Renewable thermal and waste ";;Données Consolidées
2000-01;"Renewable thermal and waste ";;Données Consolidées
2000-02;"Renewable thermal and waste ";;Données Consolidées
2000-03;"Renewable thermal and waste ";;Données Consolidées
2000-04;"Renewable thermal and waste ";;Données Consolidées
2000-05;"Renewable thermal and waste ";;Données Consolidées
2000-06;"Renewable thermal and waste ";;Données Consolidées
2000-07;"Renewable thermal and waste ";;Données Consolidées
2000-08;"Renewable thermal and waste ";;Données Consolidées
2000-09;"Renewable thermal and waste ";;Données Consolidées
2000-10;"Renewable thermal and waste ";;Données Consolidées
2000-11;"Renewable thermal and waste ";;Données Consolidées
2000-12;"Renewable thermal and waste ";;Données Consolidées
2001-01;"Renewable thermal and waste ";;Données Consolidées
2001-02;"Renewable thermal and waste ";;Données Consolidées
2001-03;"Renewable thermal and waste ";;Données Consolidées
2001-04;"Renewable thermal and waste ";;Données Consolidées
2001-05;"Renewable thermal and waste ";;Données Consolidées
2001-06;"Renewable thermal and waste ";;Données Consolidées
2001-07;"Renewable thermal and waste ";;Données Consolidées
2001-08;"Renewable thermal and waste ";;Données Consolidées
2001-09;"Renewable thermal and waste ";;Données Consolidées
2001-10;"Renewable thermal and waste ";;Données Consolidées
2001-11;"Renewable thermal and waste ";;Données Consolidées
2001-12;"Renewable thermal and waste ";;Données Consolidées
2002-01;"Renewable thermal and waste ";;Données Consolidées
2002-02;"Renewable thermal and waste ";;Données Consolidées
2002-03;"Renewable thermal and waste ";;Données Consolidées
2002-04;"Renewable thermal and waste ";;Données Consolidées
2002-05;"Renewable thermal and waste ";;Données Consolidées
2002-06;"Renewable thermal and waste ";;Données Consolidées
2002-07;"Renewable thermal and waste ";;Données Consolidées
2002-08;"Renewable thermal and waste ";;Données Consolidées
2002-09;"Renewable thermal and waste ";;Données Consolidées
2002-10;"Renewable thermal and waste ";;Données Consolidées
2002-11;"Renewable thermal and waste ";;Données Consolidées
2002-12;"Renewable thermal and waste ";;Données Consolidées
2003-01;"Renewable thermal and waste ";;Données Consolidées
2003-02;"Renewable thermal and waste ";;Données Consolidées
2003-03;"Renewable thermal and waste ";;Données Consolidées
2003-04;"Renewable thermal and waste ";;Données Consolidées
2003-05;"Renewable thermal and waste ";;Données Consolidées
2003-06;"Renewable thermal and waste ";;Données Consolidées
2003-07;"Renewable thermal and waste ";;Données Consolidées
2003-08;"Renewable thermal and waste ";;Données Consolidées
2003-09;"Renewable thermal and waste ";;Données Consolidées
2003-10;"Renewable thermal and waste ";;Données Consolidées
2003-11;"Renewable thermal and waste ";;Données Consolidées
2003-12;"Renewable thermal and waste ";;Données Consolidées
2004-01;"Renewable thermal and waste ";;Données Consolidées
2004-02;"Renewable thermal and waste ";;Données Consolidées
2004-03;"Renewable thermal and waste ";;Données Consolidées
2004-04;"Renewable thermal and waste ";;Données Consolidées
2004-05;"Renewable thermal and waste ";;Données Consolidées
2004-06;"Renewable thermal and waste ";;Données Consolidées
2004-07;"Renewable thermal and waste ";;Données Consolidées
2004-08;"Renewable thermal and waste ";;Données Consolidées
2004-09;"Renewable thermal and waste ";;Données Consolidées
2004-10;"Renewable thermal and waste ";;Données Consolidées
2004-11;"Renewable thermal and waste ";;Données Consolidées
2004-12;"Renewable thermal and waste ";;Données Consolidées
2005-01;"Renewable thermal and waste ";;Données Consolidées
2005-02;"Renewable thermal and waste ";;Données Consolidées
2005-03;"Renewable thermal and waste ";;Données Consolidées
2005-04;"Renewable thermal and waste ";;Données Consolidées
2005-05;"Renewable thermal and waste ";;Données Consolidées
2005-06;"Renewable thermal and waste ";;Données Consolidées
2005-07;"Renewable thermal and waste ";;Données Consolidées
2005-08;"Renewable thermal and waste ";;Données Consolidées
2005-09;"Renewable thermal and waste ";;Données Consolidées
2005-10;"Renewable thermal and waste ";;Données Consolidées
2005-11;"Renewable thermal and waste ";;Données Consolidées
2005-12;"Renewable thermal and waste ";;Données Consolidées
2006-01;"Renewable thermal and waste ";;Données Consolidées
2006-02;"Renewable thermal and waste ";;Données Consolidées
2006-03;"Renewable thermal and waste ";;Données Consolidées
2006-04;"Renewable thermal and waste ";;Données Consolidées
2006-05;"Renewable thermal and waste ";;Données Consolidées
2006-06;"Renewable thermal and waste ";;Données Consolidées
2006-07;"Renewable thermal and waste ";;Données Consolidées
2006-08;"Renewable thermal and waste ";;Données Consolidées
2006-09;"Renewable thermal and waste ";;Données Consolidées
2006-10;"Renewable thermal and waste ";;Données Consolidées
2006-11;"Renewable thermal and waste ";;Données Consolidées
2006-12;"Renewable thermal and waste ";;Données Consolidées
2007-01;"Renewable thermal and waste ";;Données Consolidées
2007-02;"Renewable thermal and waste ";;Données Consolidées
2007-03;"Renewable thermal and waste ";;Données Consolidées
2007-04;"Renewable thermal and waste ";;Données Consolidées
2007-05;"Renewable thermal and waste ";;Données Consolidées
2007-06;"Renewable thermal and waste ";;Données Consolidées
2007-07;"Renewable thermal and waste ";;Données Consolidées
2007-08;"Renewable thermal and waste ";;Données Consolidées
2007-09;"Renewable thermal and waste ";;Données Consolidées
2007-10;"Renewable thermal and waste ";;Données Consolidées
2007-11;"Renewable thermal and waste ";;Données Consolidées
2007-12;"Renewable thermal and waste ";;Données Consolidées
2008-01;"Renewable thermal and waste ";;Données Consolidées
2008-02;"Renewable thermal and waste ";;Données Consolidées
2008-03;"Renewable thermal and waste ";;Données Consolidées
2008-04;"Renewable thermal and waste ";;Données Consolidées
2008-05;"Renewable thermal and waste ";;Données Consolidées
2008-06;"Renewable thermal and waste ";;Données Consolidées
2008-07;"Renewable thermal and waste ";;Données Consolidées
2008-08;"Renewable thermal and waste ";;Données Consolidées
2008-09;"Renewable thermal and waste ";;Données Consolidées
2008-10;"Renewable thermal and waste ";;Données Consolidées
2008-11;"Renewable thermal and waste ";;Données Consolidées
2008-12;"Renewable thermal and waste ";;Données Consolidées
2009-01;"Renewable thermal and waste ";;Données Consolidées
2009-02;"Renewable thermal and waste ";;Données Consolidées
2009-03;"Renewable thermal and waste ";;Données Consolidées
2009-04;"Renewable thermal and waste ";;Données Consolidées
2009-05;"Renewable thermal and waste ";;Données Consolidées
2009-06;"Renewable thermal and waste ";;Données Consolidées
2009-07;"Renewable thermal and waste ";;Données Consolidées
2009-08;"Renewable thermal and waste ";;Données Consolidées
2009-09;"Renewable thermal and waste ";;Données Consolidées
2009-10;"Renewable thermal and waste ";;Données Consolidées
2009-11;"Renewable thermal and waste ";;Données Consolidées
2009-12;"Renewable thermal and waste ";;Données Consolidées
2010-01;"Renewable thermal and waste ";0,423;Données Consolidées
2010-02;"Renewable thermal and waste ";0,386;Données Consolidées
2010-03;"Renewable thermal and waste ";0,428;Données Consolidées
2010-04;"Renewable thermal and waste ";0,37;Données Consolidées
2010-05;"Renewable thermal and waste ";0,408;Données Consolidées
2010-06;"Renewable thermal and waste ";0,378;Données Consolidées
2010-07;"Renewable thermal and waste ";0,4;Données Consolidées
2010-08;"Renewable thermal and waste ";0,421;Données Consolidées
2010-09;"Renewable thermal and waste ";0,359;Données Consolidées
2010-10;"Renewable thermal and waste ";0,361;Données Consolidées
2010-11;"Renewable thermal and waste ";0,456;Données Consolidées
2010-12;"Renewable thermal and waste ";0,462;Données Consolidées
2011-01;"Renewable thermal and waste ";0,477;Données Consolidées
2011-02;"Renewable thermal and waste ";0,433;Données Consolidées
2011-03;"Renewable thermal and waste ";0,51;Données Consolidées
2011-04;"Renewable thermal and waste ";0,414;Données Consolidées
2011-05;"Renewable thermal and waste ";0,426;Données Consolidées
2011-06;"Renewable thermal and waste ";0,42;Données Consolidées
2011-07;"Renewable thermal and waste ";0,484;Données Consolidées
2011-08;"Renewable thermal and waste ";0,48;Données Consolidées
2011-09;"Renewable thermal and waste ";0,418;Données Consolidées
2011-10;"Renewable thermal and waste ";0,404;Données Consolidées
2011-11;"Renewable thermal and waste ";0,488;Données Consolidées
2011-12;"Renewable thermal and waste ";0,509;Données Consolidées
2012-01;"Renewable thermal and waste ";0,514;Données Consolidées
2012-02;"Renewable thermal and waste ";0,454;Données Consolidées
2012-03;"Renewable thermal and waste ";0,531;Données Consolidées
2012-04;"Renewable thermal and waste ";0,405;Données Consolidées
2012-05;"Renewable thermal and waste ";0,469;Données Consolidées
2012-06;"Renewable thermal and waste ";0,437;Données Consolidées
2012-07;"Renewable thermal and waste ";0,513;Données Consolidées
2012-08;"Renewable thermal and waste ";0,486;Données Consolidées
2012-09;"Renewable thermal and waste ";0,47;Données Consolidées
2012-10;"Renewable thermal and waste ";0,45;Données Consolidées
2012-11;"Renewable thermal and waste ";0,514;Données Consolidées
2012-12;"Renewable thermal and waste ";0,525;Données Consolidées
2013-01;"Renewable thermal and waste ";0,654;Données Consolidées
2013-02;"Renewable thermal and waste ";0,595;Données Consolidées
2013-03;"Renewable thermal and waste ";0,642;Données Consolidées
2013-04;"Renewable thermal and waste ";0,469;Données Consolidées
2013-05;"Renewable thermal and waste ";0,537;Données Consolidées
2013-06;"Renewable thermal and waste ";0,508;Données Consolidées
2013-07;"Renewable thermal and waste ";0,577;Données Consolidées
2013-08;"Renewable thermal and waste ";0,584;Données Consolidées
2013-09;"Renewable thermal and waste ";0,525;Données Consolidées
2013-10;"Renewable thermal and waste ";0,607;Données Consolidées
2013-11;"Renewable thermal and waste ";0,663;Données Consolidées
2013-12;"Renewable thermal and waste ";0,68;Données Consolidées
2014-01;"Renewable thermal and waste ";0,62317750476;Données Consolidées
2014-02;"Renewable thermal and waste ";0,571703454394;Données Consolidées
2014-03;"Renewable thermal and waste ";0,617816473595;Données Consolidées
2014-04;"Renewable thermal and waste ";0,532218103217;Données Consolidées
2014-05;"Renewable thermal and waste ";0,607583116075;Données Consolidées
2014-06;"Renewable thermal and waste ";0,531292348289;Données Consolidées
2014-07;"Renewable thermal and waste ";0,596770141244;Données Consolidées
2014-08;"Renewable thermal and waste ";0,588904145109;Données Consolidées
2014-09;"Renewable thermal and waste ";0,54681935572;Données Consolidées
2014-10;"Renewable thermal and waste ";0,562182227613;Données Consolidées
2014-11;"Renewable thermal and waste ";0,646019676643;Données Consolidées
2014-12;"Renewable thermal and waste ";0,670007762376;Données Consolidées
2015-01;"Renewable thermal and waste ";0,671880527741;Données Consolidées
2015-02;"Renewable thermal and waste ";0,617985990029;Données Consolidées
2015-03;"Renewable thermal and waste ";0,676755198209;Données Consolidées
2015-04;"Renewable thermal and waste ";0,571243585832;Données Consolidées
2015-05;"Renewable thermal and waste ";0,625299532673;Données Consolidées
2015-06;"Renewable thermal and waste ";0,587373750828;Données Consolidées
2015-07;"Renewable thermal and waste ";0,64228931539;Données Consolidées
2015-08;"Renewable thermal and waste ";0,655699488697;Données Consolidées
2015-09;"Renewable thermal and waste ";0,630032062652;Données Consolidées
2015-10;"Renewable thermal and waste ";0,613532084185;Données Consolidées
2015-11;"Renewable thermal and waste ";0,699571102105;Données Consolidées
2015-12;"Renewable thermal and waste ";0,732330738628;Données Consolidées
2016-01;"Renewable thermal and waste ";0,756720545339;Données Consolidées
2016-02;"Renewable thermal and waste ";0,70423848651;Données Consolidées
2016-03;"Renewable thermal and waste ";0,754648901005;Données Consolidées
2016-04;"Renewable thermal and waste ";0,678449288401;Données Consolidées
2016-05;"Renewable thermal and waste ";0,707379474526;Données Consolidées
2016-06;"Renewable thermal and waste ";0,64421161937;Données Consolidées
2016-07;"Renewable thermal and waste ";0,742567222168;Données Consolidées
2016-08;"Renewable thermal and waste ";0,719655377471;Données Consolidées
2016-09;"Renewable thermal and waste ";0,674823312338;Données Consolidées
2016-10;"Renewable thermal and waste ";0,667293653501;Données Consolidées
2016-11;"Renewable thermal and waste ";0,767660643912;Données Consolidées
2016-12;"Renewable thermal and waste ";0,80163016314;Données Consolidées
2017-01;"Renewable thermal and waste ";0,811097487534;Données Consolidées
2017-02;"Renewable thermal and waste ";0,720034625213;Données Consolidées
2017-03;"Renewable thermal and waste ";0,775923466528;Données Consolidées
2017-04;"Renewable thermal and waste ";0,728119366262;Données Consolidées
2017-05;"Renewable thermal and waste ";0,73578900897;Données Consolidées
2017-06;"Renewable thermal and waste ";0,751845510517;Données Consolidées
2017-07;"Renewable thermal and waste ";0,814755078275;Données Consolidées
2017-08;"Renewable thermal and waste ";0,782920786109;Données Consolidées
2017-09;"Renewable thermal and waste ";0,762142295582;Données Consolidées
2017-10;"Renewable thermal and waste ";0,759278088197;Données Consolidées
2017-11;"Renewable thermal and waste ";0,851864742896;Données Consolidées
2017-12;"Renewable thermal and waste ";0,830558563334;Données Consolidées
2018-01;"Renewable thermal and waste ";0,785421968676;Données Consolidées
2018-02;"Renewable thermal and waste ";0,760034977669;Données Consolidées
2018-03;"Renewable thermal and waste ";0,789498431756;Données Consolidées
2018-04;"Renewable thermal and waste ";0,792229676175;Données Consolidées
2018-05;"Renewable thermal and waste ";0,81394350724;Données Consolidées
2018-06;"Renewable thermal and waste ";0,728608114149;Données Consolidées
2018-07;"Renewable thermal and waste ";0,817148619188;Données Consolidées
2018-08;"Renewable thermal and waste ";0,807386442496;Données Consolidées
2018-09;"Renewable thermal and waste ";0,801235639723;Données Consolidées
2018-10;"Renewable thermal and waste ";0,767413681777;Données Consolidées
2018-11;"Renewable thermal and waste ";0,785053427479;Données Consolidées
2018-12;"Renewable thermal and waste ";0,832775414663;Données Consolidées
2019-01;"Renewable thermal and waste ";0,826128890534;Données Consolidées
2019-02;"Renewable thermal and waste ";0,75797891029;Données Consolidées
2019-03;"Renewable thermal and waste ";0,842881565073;Données Consolidées
2019-04;"Renewable thermal and waste ";0,747049770562;Données Consolidées
2019-05;"Renewable thermal and waste ";0,814589201241;Données Consolidées
2019-06;"Renewable thermal and waste ";0,718302795493;Données Consolidées
2019-07;"Renewable thermal and waste ";0,771851169406;Données Consolidées
2019-08;"Renewable thermal and waste ";0,86836446274;Données Consolidées
2019-09;"Renewable thermal and waste ";0,761883277792;Données Consolidées
2019-10;"Renewable thermal and waste ";0,754992010214;Données Consolidées
2019-11;"Renewable thermal and waste ";0,793164612379;Données Consolidées
2019-12;"Renewable thermal and waste ";0,827177133765;Données Consolidées
2020-01;"Renewable thermal and waste ";0,829140631929;Données Consolidées
2020-02;"Renewable thermal and waste ";0,781483657859;Données Consolidées
2020-03;"Renewable thermal and waste ";0,849204679439;Données Consolidées
2020-04;"Renewable thermal and waste ";0,813786133326;Données Consolidées
2020-05;"Renewable thermal and waste ";0,830876599164;Données Consolidées
2020-06;"Renewable thermal and waste ";0,794151711301;Données Consolidées
2020-07;"Renewable thermal and waste ";0,829793115858;Données Consolidées
2020-08;"Renewable thermal and waste ";0,804503956461;Données Consolidées
2020-09;"Renewable thermal and waste ";0,753483552603;Données Consolidées
2020-10;"Renewable thermal and waste ";0,741605348185;Données Consolidées
2020-11;"Renewable thermal and waste ";0,769599547349;Données Consolidées
2020-12;"Renewable thermal and waste ";0,814550774472;Données Consolidées
2021-01;"Renewable thermal and waste ";0,837861955859;Données Consolidées
2021-02;"Renewable thermal and waste ";0,766739452797;Données Consolidées
2021-03;"Renewable thermal and waste ";0,849636906781;Données Consolidées
2021-04;"Renewable thermal and waste ";0,789937717898;Données Consolidées
2021-05;"Renewable thermal and waste ";0,83886775923;Données Consolidées
2021-06;"Renewable thermal and waste ";0,780021492498;Données Consolidées
2021-07;"Renewable thermal and waste ";0,903282751788;Données Consolidées
2021-08;"Renewable thermal and waste ";0,860597936037;Données Consolidées
2021-09;"Renewable thermal and waste ";0,81283048855;Données Consolidées
2021-10;"Renewable thermal and waste ";0,831707176861;Données Consolidées
2021-11;"Renewable thermal and waste ";0,834926014383;Données Consolidées
2021-12;"Renewable thermal and waste ";0,85589721684;Données Consolidées
2022-01;"Renewable thermal and waste ";0,876530951935;Données Consolidées
2022-02;"Renewable thermal and waste ";0,855652780243;Données Consolidées
2022-03;"Renewable thermal and waste ";0,929478285359;Données Consolidées
2022-04;"Renewable thermal and waste ";0,858299271849;Données Consolidées
2022-05;"Renewable thermal and waste ";0,963917276662;Données Consolidées
2022-06;"Renewable thermal and waste ";0,841658403655;Données Consolidées
2022-07;"Renewable thermal and waste ";0,885948236117;Données Consolidées
2022-08;"Renewable thermal and waste ";0,859076997076;Données Consolidées
2022-09;"Renewable thermal and waste ";0,882213510215;Données Consolidées
2022-10;"Renewable thermal and waste ";0,831126417278;Données Consolidées
2022-11;"Renewable thermal and waste ";0,856226472673;Données Consolidées
2022-12;"Renewable thermal and waste ";0,906967310601;Données Consolidées
2023-01;"Renewable thermal and waste ";0,876791999017;Données Consolidées
2023-02;"Renewable thermal and waste ";0,810330302546;Données Consolidées
2023-03;"Renewable thermal and waste ";0,8714870158;Données Consolidées
2023-04;"Renewable thermal and waste ";0,85085204857;Données Consolidées
2023-05;"Renewable thermal and waste ";0,92407585806;Données Consolidées
2023-06;"Renewable thermal and waste ";0,822333527157;Données Consolidées
2023-07;"Renewable thermal and waste ";0,912293000045;Données Consolidées
2023-08;"Renewable thermal and waste ";0,891666722651;Données Consolidées
2023-09;"Renewable thermal and waste ";0,831954486804;Données Consolidées
2023-10;"Renewable thermal and waste ";0,827707008678;Données Consolidées
2023-11;"Renewable thermal and waste ";0,837492347513;Données Consolidées
2023-12;"Renewable thermal and waste ";0,911271614865;Données Consolidées
2024-01;"Renewable thermal and waste ";0,870046623879;Données Consolidées
